"ds","trend","multiplicative_terms","multiplicative_terms_lower","multiplicative_terms_upper","weekly","weekly_lower","weekly_upper","additive_terms","additive_terms_lower","additive_terms_upper","yhat_lower","yhat_upper","trend_lower","trend_upper","yhat","ypredict"
2015-01-01 11:00:00,17.1951780464315,-0.799091767547733,-0.799091767547733,-0.799091767547733,-0.799091767547733,-0.799091767547733,-0.799091767547733,0,0,0,-8.87958090734333,15.6110431176454,17.1951780464315,17.1951780464315,3.45465282801058,4
2015-01-01 14:00:00,16.7473034171914,-0.78312635254694,-0.78312635254694,-0.78312635254694,-0.78312635254694,-0.78312635254694,-0.78312635254694,0,0,0,-9.07955038051071,16.0700970314017,16.7473034171914,16.7473034171914,3.63204877708941,4
2015-01-01 17:00:00,16.3905617772051,-0.792187241734403,-0.792187241734403,-0.792187241734403,-0.792187241734403,-0.792187241734403,-0.792187241734403,0,0,0,-9.36714731613679,16.2113815125255,16.3905617772051,16.3905617772051,3.40616785244364,4
2015-01-02 08:00:00,4.13379157116233,-0.242426439819632,-0.242426439819632,-0.242426439819632,-0.242426439819632,-0.242426439819632,-0.242426439819632,0,0,0,-2.70675955723401,8.78814695414318,4.13379157116233,4.13379157116233,3.13165119760904,4
2015-01-02 11:00:00,17.2031129025546,0.862134054183306,0.862134054183306,0.862134054183306,0.862134054183306,0.862134054183306,0.862134054183306,0,0,0,20.3515706556235,43.6665469949852,17.2031129025546,17.2031129025546,32.0345023738071,33
2015-01-02 14:00:00,16.7529175776827,0.984760007185777,0.984760007185777,0.984760007185777,0.984760007185777,0.984760007185777,0.984760007185777,0,0,0,20.7563624419424,45.4374111004532,16.7529175776827,16.7529175776827,33.2505208118642,34
2015-01-02 17:00:00,16.4017369077888,1.11559049259298,1.11559049259298,1.11559049259298,1.11559049259298,1.11559049259298,1.11559049259298,0,0,0,21.915237588279,47.1036810452775,16.4017369077888,16.4017369077888,34.6993586641293,35
2015-01-03 08:00:00,4.1391657760281,0.260396799732452,0.260396799732452,0.260396799732452,0.260396799732452,0.260396799732452,0.260396799732452,0,0,0,-0.84406613480602,11.3336847639289,4.1391657760281,4.1391657760281,5.21699129766791,6
2015-01-03 11:00:00,17.2110477586777,1.11592717365311,1.11592717365311,1.11592717365311,1.11592717365311,1.11592717365311,1.11592717365311,0,0,0,24.5582246281829,48.2797568915132,17.2110477586777,17.2110477586777,36.4173236396275,37
2015-01-03 14:00:00,16.7585317381739,0.901320684529818,0.901320684529818,0.901320684529818,0.901320684529818,0.901320684529818,0.901320684529818,0,0,0,19.3996612697839,44.8873149209962,16.7585317381739,16.7585317381739,31.8633430361394,32
2015-01-03 17:00:00,16.4129120383725,0.822218536732371,0.822218536732371,0.822218536732371,0.822218536732371,0.822218536732371,0.822218536732371,0,0,0,16.6284456626583,43.2015217823418,16.4129120383725,16.4129120383725,29.9079125580802,30
2015-01-04 08:00:00,4.14453998089388,0.317553142354327,0.317553142354327,0.317553142354327,0.317553142354327,0.317553142354327,0.317553142354327,0,0,0,-0.397886871147993,11.4376965835731,4.14453998089388,4.14453998089388,5.46065167543987,6
2015-01-04 11:00:00,17.2189826148008,0.940742306041854,0.940742306041854,0.940742306041854,0.940742306041854,0.940742306041854,0.940742306041854,0,0,0,21.9267443060239,45.4883425858567,17.2189826148008,17.2189826148008,33.4176080275431,34
2015-01-04 14:00:00,16.7641458986651,0.990993146283421,0.990993146283421,0.990993146283421,0.990993146283421,0.990993146283421,0.990993146283421,0,0,0,21.3222941557506,46.3639828913955,16.7641458986651,16.7641458986651,33.3772995875375,34
2015-01-04 17:00:00,16.4240871689562,1.01864764029492,1.01864764029492,1.01864764029492,1.01864764029492,1.01864764029492,1.01864764029492,0,0,0,20.7484977368048,45.3939421681833,16.4240871689562,16.4240871689562,33.1544448076116,34
2015-01-05 08:00:00,4.14991418575965,0.304972270615843,0.304972270615843,0.304972270615843,0.304972270615843,0.304972270615843,0.304972270615843,0,0,0,-0.488700475983356,11.3832213894006,4.14991418575965,4.14991418575965,5.41552293785167,6
2015-01-05 11:00:00,17.2269174709239,-0.671823089464601,-0.671823089464601,-0.671823089464601,-0.671823089464601,-0.671823089464601,-0.671823089464601,0,0,0,-6.75815944664307,17.6893222437237,17.2269174709239,17.2269174709239,5.65347655365608,6
2015-01-05 14:00:00,16.7697600591563,-0.643558660082274,-0.643558660082274,-0.643558660082274,-0.643558660082274,-0.643558660082274,-0.643558660082274,0,0,0,-7.1378289726284,18.9035898492564,16.7697600591563,16.7697600591563,5.97743574558443,6
2015-01-05 17:00:00,16.4352622995399,-0.660537585194402,-0.660537585194402,-0.660537585194402,-0.660537585194402,-0.660537585194402,-0.660537585194402,0,0,0,-6.78493812175573,18.1962903399283,16.4352622995399,16.4352622995399,5.57915382816523,6
2015-01-06 08:00:00,4.15528839062542,0.229289835636488,0.229289835636488,0.229289835636488,0.229289835636488,0.229289835636488,0.229289835636488,0,0,0,-0.861451603469387,11.0975804149099,4.15528839062542,4.15528839062542,5.10805378273413,6
2015-01-06 11:00:00,17.234852327047,-0.590191530369467,-0.590191530369467,-0.590191530369467,-0.590191530369467,-0.590191530369467,-0.590191530369467,0,0,0,-4.93721736799118,19.0559728923755,17.234852327047,17.234852327047,7.06298845645535,8
2015-01-06 14:00:00,16.7753742196475,-0.575880732954879,-0.575880732954879,-0.575880732954879,-0.575880732954879,-0.575880732954879,-0.575880732954879,0,0,0,-5.94900575804607,19.1545701186926,16.7753742196475,16.7753742196475,7.11475941844453,8
2015-01-06 17:00:00,16.4464374301237,-0.621807268308366,-0.621807268308366,-0.621807268308366,-0.621807268308366,-0.621807268308366,-0.621807268308366,0,0,0,-6.02249797321558,18.0142715730993,16.4464374301237,16.4464374301237,6.219923098294,7
2015-01-07 08:00:00,4.1606625954912,-0.489428261621331,-0.489428261621331,-0.489428261621331,-0.489428261621331,-0.489428261621331,-0.489428261621331,0,0,0,-3.83986768957172,8.53688386370358,4.1606625954912,4.1606625954912,2.12431673418704,3
2015-01-07 11:00:00,17.2427871831701,-0.857697146495955,-0.857697146495955,-0.857697146495955,-0.857697146495955,-0.857697146495955,-0.857697146495955,0,0,0,-9.98903558484935,13.8130974089258,17.2427871831701,17.2427871831701,2.45369781852808,3
2015-01-07 14:00:00,16.7809883801387,-0.874508092414209,-0.874508092414209,-0.874508092414209,-0.874508092414209,-0.874508092414209,-0.874508092414209,0,0,0,-10.5046924661283,14.6886734385106,16.7809883801387,16.7809883801387,2.1058782429986,3
2015-01-07 17:00:00,16.4576125607074,-0.881924574378005,-0.881924574378005,-0.881924574378005,-0.881924574378005,-0.881924574378005,-0.881924574378005,0,0,0,-10.2560367355821,15.0719432415386,16.4576125607074,16.4576125607074,1.94323960782741,2
2015-01-08 08:00:00,4.16603680035697,-0.38035734689938,-0.38035734689938,-0.38035734689938,-0.38035734689938,-0.38035734689938,-0.38035734689938,0,0,0,-3.30194541599244,9.09289842970333,4.16603680035697,4.16603680035697,2.58145409588801,3
2015-01-08 11:00:00,17.2507220392932,-0.799091767545575,-0.799091767545575,-0.799091767545575,-0.799091767545575,-0.799091767545575,-0.799091767545575,0,0,0,-8.30445838834336,15.3394061242006,17.2507220392932,17.2507220392932,3.46581207347699,4
2015-01-08 14:00:00,16.78660254063,-0.783126352546889,-0.783126352546889,-0.783126352546889,-0.783126352546889,-0.783126352546889,-0.783126352546889,0,0,0,-9.44279509933233,16.3363000174271,16.78660254063,16.78660254063,3.64057172133208,4
