"ds","trend","multiplicative_terms","multiplicative_terms_lower","multiplicative_terms_upper","weekly","weekly_lower","weekly_upper","additive_terms","additive_terms_lower","additive_terms_upper","yhat_lower","yhat_upper","trend_lower","trend_upper","yhat","ypredict"
2015-01-01 08:00:00,18.5606216926933,-0.717157341568707,-0.717157341568707,-0.717157341568707,-0.717157341568707,-0.717157341568707,-0.717157341568707,0,0,0,-3.40470562930929,13.0408596186395,18.5606216926933,18.5606216926933,5.24973558169889,6
2015-01-01 11:00:00,21.9889356904304,-0.787301224091938,-0.787301224091938,-0.787301224091938,-0.787301224091938,-0.787301224091938,-0.787301224091938,0,0,0,-8.68944574907192,17.930033831038,21.9889356904304,21.9889356904304,4.67701970487564,5
2015-01-01 14:00:00,19.077486548746,-0.767456696867525,-0.767456696867525,-0.767456696867525,-0.767456696867525,-0.767456696867525,-0.767456696867525,0,0,0,-8.04843145263342,16.4829941655924,19.077486548746,19.077486548746,4.43634173751077,5
2015-01-01 17:00:00,17.590819861294,-0.79385895727915,-0.79385895727915,-0.79385895727915,-0.79385895727915,-0.79385895727915,-0.79385895727915,0,0,0,-10.6234183842153,17.9867258143985,17.590819861294,17.590819861294,3.62618994852179,4
2015-01-02 08:00:00,18.5125300283448,0.835119774510109,0.835119774510109,0.835119774510109,0.835119774510109,0.835119774510109,0.835119774510109,0,0,0,25.8245481104304,42.0196998705082,18.5125300283448,18.5125300283448,33.9727099312277,34
2015-01-02 11:00:00,21.9524859656192,0.914725406440581,0.914725406440581,0.914725406440581,0.914725406440581,0.914725406440581,0.914725406440581,0,0,0,28.5426181441212,55.3279687071002,21.9524859656192,21.9524859656192,42.0329826129013,43
2015-01-02 14:00:00,19.0531313567339,0.919518402287514,0.919518402287514,0.919518402287514,0.919518402287514,0.919518402287514,0.919518402287514,0,0,0,23.8234864167426,49.7705735755589,19.0531313567339,19.0531313567339,36.572836260452,37
2015-01-02 17:00:00,17.5864636721709,0.842077243850492,0.842077243850492,0.842077243850492,0.842077243850492,0.842077243850492,0.842077243850492,0,0,0,17.7905511470505,46.9927349525116,17.5864636721709,17.5864636721709,32.3956245303094,33
2015-01-03 08:00:00,18.4644383639963,0.923167155112596,0.923167155112596,0.923167155112596,0.923167155112596,0.923167155112596,0.923167155112596,0,0,0,27.6618018952404,43.9227350583045,18.4644383639963,18.4644383639963,35.5102013992386,36
2015-01-03 11:00:00,21.916036240808,0.956210401151226,0.956210401151226,0.956210401151226,0.956210401151226,0.956210401151226,0.956210401151226,0,0,0,28.9502733975784,56.1589030784129,21.916036240808,21.916036240808,42.8723780462757,43
2015-01-03 14:00:00,19.0287761647218,0.639480657373736,0.639480657373736,0.639480657373736,0.639480657373736,0.639480657373736,0.639480657373736,0,0,0,18.21121738677,43.8278236037996,19.0287761647218,19.0287761647218,31.1973104555557,32
2015-01-03 17:00:00,17.5821074830478,0.599044985271554,0.599044985271554,0.599044985271554,0.599044985271554,0.599044985271554,0.599044985271554,0,0,0,12.5324279635382,42.3553474719009,17.5821074830478,17.5821074830478,28.114580801273,29
2015-01-04 08:00:00,18.4163466996477,0.777584584065678,0.777584584065678,0.777584584065678,0.777584584065678,0.777584584065678,0.777584584065678,0,0,0,24.5374603202475,41.1203938751708,18.4163466996477,18.4163466996477,32.7366139881026,33
2015-01-04 11:00:00,21.8795865159968,0.987420343813335,0.987420343813335,0.987420343813335,0.987420343813335,0.987420343813335,0.987420343813335,0,0,0,30.5503405800063,55.8044831638821,21.8795865159968,21.8795865159968,43.4839353561159,44
2015-01-04 14:00:00,19.0044209727096,1.24782413305073,1.24782413305073,1.24782413305073,1.24782413305073,1.24782413305073,1.24782413305073,0,0,0,29.7960164723252,55.6033222167334,19.0044209727096,19.0044209727096,42.7185960971122,43
